X,Y,Z
0.0,0.0,0.0
0.0,0.0,0.0
-9.266701090382412e-05,9.259291982743889e-05,-0.0001810255489544943
-0.0001175137804239057,0.00011802258813986555,-0.00023274919658433646
-0.00013648126332554966,0.00010553702304605395,-0.0002581715816631913
-0.00016093271551653743,0.00011068364256061614,-0.0002962143626064062
-0.00018645607633516192,0.00011171138612553477,-0.00033409151365049183
-0.00021472937078215182,0.00010238531831419095,-0.00035094268969260156
-0.00024367413425352424,8.887987496564165e-05,-0.00037223356775939465
-0.00027414149371907115,6.855080573586747e-05,-0.0003891940868925303
0.00016426089860033244,0.0004973161849193275,0.00022143989917822182
0.00017625431064516306,0.0005099006812088192,0.00025852059479802847
0.00018913076200988144,0.0005228624795563519,0.00029649940552189946
0.00020292270346544683,0.0005372336599975824,0.00033397076185792685
0.0002088236069539562,0.000576432968955487,0.00039644059143029153
0.0002179146249545738,0.000609100388828665,0.00044899978092871606
0.0007866922533139586,0.0004159703676123172,-0.0007445387309417129
0.0008525237208232284,0.0004314058169256896,-0.0008023540722206235
0.0009189425618387759,0.0004647913156077266,-0.0008601144072599709
0.0009876141557469964,0.0005028396844863892,-0.0009193799924105406
0.0010564124677330256,0.0005243311170488596,-0.0009662193479016423
0.0011278365273028612,0.0005508922622539103,-0.0010168770095333457
0.0012008770136162639,0.0005737996543757617,-0.0010647726012393832
-0.0001513509632786736,0.0003445614129304886,0.0002622700994834304
-0.00021286045375745744,0.0003430026408750564,0.0003481540479697287
-0.00027720830985344946,0.000342888874001801,0.00043988428660668433
-0.00033885741140693426,0.0003685058618430048,0.0005221133469603956
-0.0004053359152749181,0.0003858404525090009,0.0006154848961159587
-0.00047364807687699795,0.00040895724669098854,0.000711930391844362
-0.0005488024326041341,0.0004223946016281843,0.0008129733032546937
-0.0002508336619939655,0.0004510129219852388,-2.225151729362551e-05
-0.00029562669806182384,0.00047482913942076266,2.2870117390993983e-06
-0.0003418800188228488,0.0004751436645165086,2.143570782209281e-05
-0.00039046781603246927,0.00048404090921394527,4.279142012819648e-05
-0.00044103257823735476,0.0004889409174211323,6.407661567209288e-05
-0.0004935459000989795,0.0004909339477308095,8.519559196429327e-05
0.00016647097072564065,0.0003345254226587713,-0.00011049128806916997
0.00017765337543096393,0.0003133854188490659,-0.00011777743929997087
0.00019051603158004582,0.0002888169256038964,-0.00012796239752788097
0.0002061393461190164,0.0002894882927648723,-0.00015965830243658274
0.0002229032979812473,0.0002716842573136091,-0.00018595416622702032
0.00024148619559127837,0.00025334805832244456,-0.0002170490042772144
0.000262139510596171,0.0002279808250023052,-0.00025401284801773727
-5.908308594371192e-05,0.0002456259389873594,0.0005043374840170145
-6.240425864234567e-05,0.00022355944383889437,0.0005029402673244476
-6.907799252076074e-05,0.00017856777412816882,0.0005148382042534649
-7.288595952559263e-05,0.00013875479635316879,0.0005184044130146503
-7.622850534971803e-05,9.542063344269991e-05,0.0005199729348532856
-7.710343925282359e-05,3.5260149161331356e-05,0.0005456029321067035
-7.787405047565699e-05,-2.843856782419607e-05,0.0005634318222291768
0.0005688383826054633,0.000394361064536497,-0.0004655762459151447
0.0006083419430069625,0.0003590077976696193,-0.0004619095998350531
0.0006525135831907392,0.00030535500263795257,-0.0004682860162574798
0.0006967961089685559,0.0002473803760949522,-0.00046325151924975216
0.0007366184727288783,0.00020455499179661274,-0.0004547205753624439
0.0007771388627588749,0.0001525910192867741,-0.0004348140791989863
0.0006470807129517198,4.238468682160601e-05,0.0003600612690206617
0.0006740675307810307,-1.207177592732478e-05,0.0004491276340559125
0.0007123408722691238,-6.544023926835507e-05,0.0005121498252265155
0.0007439465261995792,-0.00011645694030448794,0.0006006673211231828
0.0007761208107694983,-0.0001650330814300105,0.0006935917190276086
0.0008153034723363817,-0.000217973516555503,0.0007673670188523829
0.000854021986015141,-0.00027167427469976246,0.0008484044228680432
-9.87947714747861e-06,0.00018779115634970367,0.0005814398173242807
-4.2121722799493e-05,0.00015195154992397875,0.0005960143753327429
-6.849666533526033e-05,0.00011165057367179543,0.0006155336159281433
-9.577257878845558e-05,6.664662214461714e-05,0.0006303649861365557
-0.00012758368393406272,1.4747771274414845e-05,0.0006236258195713162
-0.00015977428120095283,-4.079375503351912e-05,0.000612512871157378
-0.00019395473646000028,-0.00010266189929097891,0.0005894204950891435
-0.00021506035409402102,0.0005666208453476429,-0.0002444098354317248
-0.0002483945863787085,0.0005546288448385894,-0.0003407695621717721
-0.00028215331258252263,0.000541109184268862,-0.00044612231431528926
-0.0003197584883309901,0.0005401650560088456,-0.0005405303672887385
-0.00035740906605497,0.0005328524275682867,-0.0006482346798293293
-0.0003965265059377998,0.0005266376538202167,-0.0007599631207995117
0.0001955130137503147,0.0007446598028764129,-0.0001731182710500434
0.00019920972408726811,0.000768704223446548,-0.0002530360361561179
0.00020104297436773777,0.0007963055977597833,-0.00033639429602772
0.00020101717382203788,0.0008270411635749042,-0.0004244763986207545
0.00020416146435309201,0.0008606096962466836,-0.0005137904081493616
0.00020392364240251482,0.0009002541773952544,-0.0006072811665944755
0.00020291369582992047,0.000946304586250335,-0.0007038022740744054
0.00014768092660233378,0.0009441185393370688,0.0004567979776766151
0.00013120428775437176,0.0009773318888619542,0.00042001454858109355
0.00011091007763752714,0.0010111837182193995,0.00037772112409584224
0.00011144842574140057,0.0010484015801921487,0.0003491706447675824
9.875698742689565e-05,0.0010862995404750109,0.00031037942972034216
8.63460882101208e-05,0.001125567127019167,0.00026977009838446975
4.41360316472128e-06,0.00122411223128438,0.000666983425617218
-7.129841833375394e-06,0.0012648124247789383,0.0006427989574149251
-1.843497739173472e-05,0.0013047915417701006,0.0006155297160148621
-2.1147030565771274e-05,0.0013301054714247584,0.0005765462410636246
-2.6306597646907903e-05,0.0013640609104186296,0.000539556669536978
-2.9667140552191995e-05,0.0013951517175883055,0.0004982485552318394
-4.082411032868549e-05,0.001433286932297051,0.0004630745679605752
0.0003778834652621299,0.0009143546340055764,0.0004275004903320223
0.0003974578285124153,0.0009050731314346194,0.0003839001292362809
0.00040982331847772,0.0008973934454843402,0.0003497348225209862
0.0004237023531459272,0.0008896436193026602,0.0003086330252699554
0.00043578940676525235,0.0008845891570672393,0.00026351085398346186
0.0004459105839487165,0.0008783980738371611,0.00022007469669915736
0.0004701165889855474,0.0008442658581770957,0.0002067966852337122
0.0003058862639591098,0.000828661723062396,0.0014473175397142768
0.0003160402411594987,0.0007920386851765215,0.0015126140788197517
0.0003292373148724437,0.0007455798331648111,0.001579029019922018
0.0003425133472774178,0.0006950573297217488,0.0016582226380705833
0.00035712425597012043,0.0006382903666235507,0.0017473623156547546
0.0003714847262017429,0.0005765336682088673,0.0018186834640800953
0.0004466449317988008,0.0004981858073733747,0.0019167610444128513
0.00046715824282728136,0.0004199363465886563,0.001981834415346384
0.00047747246571816504,0.00033877239911817014,0.0020394877064973116
0.0004926254623569548,0.00025069800904020667,0.0020952713675796986
0.0005066698649898171,0.00015670029097236693,0.0021467446349561214
0.0005111838690936565,7.115171320037916e-05,0.002190876752138138
0.0005158006679266691,-2.320578096259851e-05,0.002233522478491068
0.00020658198627643287,0.0005300636985339224,0.0019498352194204926
0.0001794391282601282,0.000478775124065578,0.001964647090062499
0.00014989414194133133,0.0004265204770490527,0.0019768436904996634
0.00011624528997344896,0.0003729951858986169,0.001984907779842615
8.338175393873826e-05,0.0003161395725328475,0.0019823992624878883
4.560999514069408e-05,0.00025775545509532094,0.0019746096804738045
5.079163656773744e-06,0.00019709551997948438,0.001959670800715685
-0.0001927024422911927,0.0010424160864204168,0.0009045528713613749
-0.000257812935160473,0.0010257594985887408,0.0008000876987352967
-0.00032116478541865945,0.0010085973190143704,0.0006969006499275565
-0.00038896346813999116,0.000986406346783042,0.0005862946272827685
-0.00045932861394248903,0.0009664768003858626,0.0004796012071892619
-0.0005342828226275742,0.0009428865741938353,0.0003598141483962536
